quote,author,theme/tag,source,position,region,decade,gender
"The earliest attribution of this to Gandhi yet located is in a T-shirt advertisement in  Mother Jones , Vol. 8, No. 5 (June 1983), p. 46",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
Widespread late 20th century aphorism that appears to have been first attributed to Gandhi in various self-help books of the early 2000s.  Google Books,Mahatma Gandhi,failure,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"The introduction to the ancient Indian text the  Hitopadesha  contains the verse ""अजरामरवत् प्राज्ञो विद्यामर्थं च चिन्तयेत्। गृहीत इव केशेषु मृत्युना धर्ममाचरेत्॥"" [""Acquire learning and wealth as if you'll never grow old or die. Perform good deeds as if Death has already grabbed you by the hair.""]",Mahatma Gandhi,success,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"The aphorism ""Study as if you were to live forever. Live as if you were to die tomorrow"" is variously attributed to  Isidore of Seville  (c. 560 – 636), in  FPA Book of Quotations  (1952) by Franklin Pierce Adams, to Edmund Rich (1175–1240) in  American Journal of Education  (1877), or to  Alain de Lille  in Samuel Smiles's  Duty  (1881).",Mahatma Gandhi,success,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"The 1995 book ""The good boatman: a portrait of Gandhi,"" states that Gandhi subscribed ""to the view that a man should live thinking he might die tomorrow but learn as if he would live forever.",Mahatma Gandhi,failure,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"In his 2010 Boyer lecture Glyn Davis (Professor of Political Science and Vice-Chancellor of Melbourne University) attributes the quote to Desiderius Erasmus. ""He [Erasmus] reworked Pliny to urge 'live as if you are to die tomorrow, study as if you were to live forever'. Many students obey the first clause - the best heed both.",Mahatma Gandhi,risk,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"There is a similar quote by  Johann Gottfried Herder : "" Mensch, genieße dein Leben, als müssest morgen du weggehn; Schone dein Leben, als ob ewig du weiletest hier ."" [""Man, enjoy your life as if you were to depart tomorrow; spare your life as if you were to linger here forever.""] ( Zerstreute Blätter , 1785).",Mahatma Gandhi,risk,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
This may be derived from lines in the movie  Gandhi  (1982); such statements have not been located among published sources.,Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Widely attributed to Gandhi, sometimes citing Ramachandra Krishna Prabhu,  The Moral Basis of Vegetarianism  (1959). (Cf. Ralph Keyes,  The Quote Verifier  (2006), p. 74.)  However, it is not found in that essay    nor in any of Gandhi's  Complete works .",Mahatma Gandhi,motivation,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"The original quote seems to be by  David Strauss ,  The Old Faith and the New  ( Der alte und der neue Glaube , 1872, trans. by  M. Blind , New York: Henry Holt & Co., 1873), vol. II, ch. 71,  p. 59 :  The manner in which a nation in the aggregate treats animals, is one chief measure of its real civilization.",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Similar quotes, not attributed to Gandhi, are found throughout the twentieth century: e.g.  The great actress, Mrs Fiske, once said to me, ""The civilization of any country can be told by the way it treats its animals""  (Zoe Berkeley, ""Zoe Berkeley's Corner"",  Salinas Index-Journal , 1933-07-01, p. 8).",Mahatma Gandhi,success,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Attributed to Gandhi since at least 1980:  The seal hunt truly is Canada's shame and we would do well to think of the words of Gandhi when he said, ""The greatness of a nation and its moral progress can be judged by the way its animals are treated""  (Doris Potter, Letter to the editor,  The Gazette  (Montreal), 1980-03-18, p. 8).",Mahatma Gandhi,risk,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"As quoted by William Rees-Mogg in  The Times  [London] (4 April 2005) {not found}. Gandhi here makes reference to a statement of Jesus: “No servant can serve two masters; for either he will hate the one and love the other, or else he will be loyal to the one and despise the other. You cannot serve God and mammon."" (Luke 16:13); also partly quoted in  Christianity in the Crosshairs: Real Life Solutions Discovered in the Line of Fire  (2004,  p. 74 books.google ) by  Bill Wilson .",Mahatma Gandhi,risk,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"A variation is found in Bombay Sarvodaya Mandal & Gandhi Research Foundation's website  mkgandhi.org . Christian missionary  E. Stanley Jones , who spent much time with Gandhi in India, is said to have askedː “Mr Gandhi, though you quote the words of Christ often, why is it that you appear to so adamantly reject becoming his follower?"". To this, Gandhi is said to have repliedː  “Oh, I don’t reject your Christ. I love your Christ. It is just that so many of you Christians are so unlike your Christ”.  Jones would write a book called  "" Mahatma Gandhi: An Interpretation ""  (1948), where he included excerpts of his personal correspondance with Gandhi, but he did not include this conversation.",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"No further sources for Gandhi have been yet found; but a similar quote is attributed to Bara Dadaː "" Jesus is ideal and wonderful, but you Christians -- you are not like him. "" ([ Jones, E. Stanley ].  The Christ of the Indian Road , New York: The Abingdon Press, 1925,   page 121 .)",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"variant: ""I think it would be a good idea"" when asked what he thought of Western civilization.",Mahatma Gandhi,success,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"On p. 75 of Ralph Keyes' book  The Quote Verifier  (2006), Keyes writes: 'During his first visit to England, when asked what he though of modern civilization, Gandhi is said to have told news reporters, ""That would be a good idea.""  The Oxford Dictionary of Quotations  cites E. F. Schumacher's  Good Work  as its source for this Gandhiism, as does Nigel Rees in the  Cassell Companion to Quotations . In that 1979 book, Schumacher said he saw Gandhi make this remark in a filmed record of his quizzing by reporters as he disembarked in Southampton while visiting England in 1930. Gandhi did not visit England in 1930. He did attend a roundtable conference on India's future in London the following year. Standard biographies of Gandhi do not report his making any such quip as he disembarked. Most often it has been revised to be Gandhi's assessment of ""Western"" civilization: ""I think it would be a good idea."" A retort such as this seems a little flip for Gandhi, and must be regarded as questionable. A comprehensive collection of his observations includes no such remark among twelve entries for ""Civilization.",Mahatma Gandhi,failure,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"The quote was attributed to Gandhi in various sources prior to Schumacher's 1979 book mentioned by Keyes above, though none have been found that mention where and when he gave this answer. The earliest located on google books being  Reader's Digest, Volume 91  from 1967, p. 52, where it is attributed to a CBS News Special called ""The Italians"", described  here  as ""a 1966 look at the nation and its people based on the book by Luigi Barzini"", produced by Bernard Birnbaum and  one of the 1966/1967 Emmy award winners . A discussion of the quote on ""The Quote Investigator"" website  here  mentions that on ""The Italians"" the quote was attributed to Gandhi.",Mahatma Gandhi,risk,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Earliest instance of this quote found on google books is the 1989 book  Forest primeval: the natural history of an ancient forest  by Chris Maser, but there it appears to be Maser's own thought (see  p. 230  followed by a different supposed  Gandhi quote ).",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Earliest instance of this quote found on Google Books is the heading to a chapter entitled ""How to Make Free Money From Your Website"" from  2001 , where it is attributed to ""M. K. Ghandi"" [sic].",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Have you sorrows or trials that seem very heavy to bear? Then let me tell you that one of the best ways in the world to lighten and sweeten them is to lose yourself in the service of others ..."" from Trine,  What All The World's A-Seeking  (1896)  Google Books link ;",Mahatma Gandhi,failure,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"To lose yourself in the service of others may be to truly find yourself"" from Usher,  Protestantism  (1897)  Googe Books link .",Mahatma Gandhi,success,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
Describing the stages of a winning strategy of nonviolent activism. There is no record of Gandhi saying this. A close variant of the quotation first appears in  a 1918 US trade union address by Nicholas Klein :,Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"And, my friends, in this story you have a history of this entire movement. First they ignore you. Then they ridicule you. And then they attack you and want to burn you. And then they build monuments to you. And that, is what is going to happen to the Amalgamated Clothing Workers of America.",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Proceedings of the Third Biennial Convention of the Amalgamated Clothing Workers of America  (1918), p. 53",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Unfortunately for His Excellency the movement is likely to grow with ridicule as it is certain to flourish on repression. No vital movement can be killed except by the impatience, ignorance or laziness of its authors. A movement cannot be 'insane' that is conducted by men of action as I claim the members of the Non-co-operation Committee are. … Ridicule is like repression. Both give place to respect when they fail to produce the intended effect. … It will be admitted that non-co-operation has passed the stage [of] ridicule. Whether it will now be met by repression or respect remains to be seen. … But the testing time has now arrived. In a civilized country when ridicule fails to kill a movement it begins to command respect.",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Source:  The Project Gutenberg EBook of Freedom's Battle, 2nd edition, by Mahatma Gandhi, 1922  http://www.gutenberg.net/1/0/3/6/10366/10366-h/10366-h.htm",Mahatma Gandhi,risk,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"1914: ""If…we were to go back to…'an eye for an eye and a tooth for a tooth,' there would be very few [Honourable] Gentlemen in this House who would not…be blind and toothless."" —  George Perry Graham , during a debate on capital punishment before the Canadian House of Commons.  Official Report of the Debates of the House of Commons of the Dominion of Canada , Third Session-Twelfth Parliament, Vol CXIII, p. 496, February 5, 1914.",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"1950: ""An-eye-for-an-eye-for-an-eye-for-an-eye … ends in making everybody blind"" in  The Life of Mahatma Gandhi  by  Louis Fischer  (1950), though Fischer did not attribute it to Gandhi and seemed to be giving his own description of Gandhi's philosophy.",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"1958: ""The old law of an eye for an eye leaves everybody blind"" in  Stride Toward Freedom: The Montgomery Story  by  Martin Luther King, Jr. , 1958.",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"1982: ""An eye for an eye only ends up making the whole world blind"" in the 1982 film,  Gandhi . In a 1993 biographical article about screenwriter  John Briley ,  Jon Krampner  wrote, ""…Gandhi never said it. Michigan graduate John Briley put those pithy words in his mouth."" From  ""John Briley '51 - Epic Screenwriter"",  Michigan Today , March 1993, p. 12.",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"2006: There is a quaternary source in  Yale Book of Quotations  (2006), in which editor  Fred R. Shapiro   states  that the Gandhi Institute for Nonviolence  stated  that Gandhi's family  believes  it authentic, but did not provide any further reference and provided no year, place or body of work.",Mahatma Gandhi,risk,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"2006: Discussed in  The Quote Verifier: Who Said What, Where, and When , by  Ralph Keyes  (2006), 1st ed., p. 74.",Mahatma Gandhi,success,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"2010: Research detailed by Garson O'Toole in  ""An Eye for an Eye Will Make the Whole World Blind""  in  Quote Investigator .",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Aphorism pre-dating Gandhi,  e.g. , in  Re-statements of Christian Doctrine: In Twenty-five Sermons , Henry Whitney Bellows, (1867) ; the attribution of this to Gandhi dates from the 1980s.",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"This is variant of a traditional Christian proverb;  ie : "" Hate the sin, but love the sinner "" in  Sermons, Lectures, and Occasional Discourses  (1828) Edward Irving , and similar expressions date to those of  Augustine of Hippo : "" Love the sinner and hate the sin. "" Gandhi did express approval of such sentiments in his  An Autobiography  (1927):  ""Hate the sin and not the sinner"" is a precept which, though easy enough to understand, is rarely practiced, and that is why the poison of hatred spreads in the world.",Mahatma Gandhi,failure,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Prof. Michael N. Nagler in his foreword to  Gandhi the Man  (1978) by Eknath Easwaran, p. 8",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"Apparently a rephrasing of ""Actions express priorities,"" from  Peak Performers  (1987) by Charles A. Garfield. The phrase is adjacent to a Gandhi quote in at least one list of quotations alphabetized by last name.",Mahatma Gandhi,success,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
"There is enough wealth in the world to satisfy everyone's needs, ...'. This quote is actually credited to an American pastor of Swiss origin Frank Buchman, founder of the Moral Rearmament movement.  Misquotes that Bapu is forced to wear .",Mahatma Gandhi,leadership,Wikiquote – Mahatma Gandhi,Activist,Asia,1940s,male
